State,Capital_city,Confirmed,Recovered,Deaths
Bahrain,al-Manama,171370,160089,624
Bangladesh,Dhaka,745322,657452,11053
Barbados,Bridgetown,3824,3726,44
Belarus,Minsk,352950,343557,2493
Belgium,Bruxelles [Brussel],18467,0,24024
Belize,Belmopan,12599,12168,321
Benin,Porto-Novo,7720,7510,97
Bhutan,Thimphu,1022,927,1
Bolivia,La Paz,297659,245633,12824
Bosnia and Herzegovina,Sarajevo,194733,153408,8203
Botswana,Gaborone,45855,41338,691
Brazil,Brasília,427631,398862,9159
Brunei,Bandar Seri Begawan,223,210,3
Bulgaria,Sofia,397500,324943,15907
Burkina Faso,Ouagadougou,13263,12937,156
Burma,Ouagadougou,142722,131932,3207
Burundi,Bujumbura,3853,773,6
Cabo Verde,Bujumbura,22349,19204,203
Cambodia,Phnom Penh,9975,3400,74
Cameroon,Yaound,65998,35261,991
Canada,Ottawa,39932,36942,475
Central African Republic,Bangui,6224,5112,85
Chad,N'Djam,4770,4389,169
Chile,Santiago de Chile,82562,76370,2217
China,Peking,1317,1310,7
Colombia,Santaf,68741,65612,2197
Comoros,Moroni,3829,3650,146
Congo (Brazzaville),Moroni,10678,8208,144
Congo (Kinshasa),Moroni,29576,26156,756
Costa Rica,San Jos,238760,199982,3143
Cote d'Ivoire,Yamoussoukro,45852,45374,282
Croatia,Zagreb,322626,300492,6854
Cuba,La Habana,101503,95095,591
Cyprus,Nicosia,62349,39061,298
Czechia,Praha,1620206,1537362,29002
Denmark,Copenhagen,31,31,0
Diamond Princess,Copenhagen,712,699,13
Djibouti,Djibouti,10802,10324,136
Dominica,Roseau,173,171,0
Dominican Republic,Santo Domingo de Guzm,264863,221825,3454
Ecuador,Quito,373362,318598,18177
Egypt,Cairo,222523,167024,13049
El Salvador,San Salvador,68468,64405,2106
Equatorial Guinea,Malabo,7559,7097,107
Eritrea,Asmara,3605,3410,10
Estonia,Tallinn,120378,107906,1145
Eswatini,Tallinn,18442,17737,671
Ethiopia,Addis Abeba,252279,192747,3551
Fiji,Suva,91,65,2
Finland,Helsinki [Helsingfors],85804,46000,903
France,Paris,124,58,0
Gabon,Libreville,22433,19074,138
Gambia,Banjul,5857,5284,173
Georgia,Tbilisi,304272,287029,4043
Germany,Berlin,70478,61430,1461
Ghana,Accra,92166,89920,777
Greece,Athenai,333129,93764,10007
Grenada,Saint George's,159,155,1
Guatemala,Ciudad de Guatemala,221698,196657,7410
Guinea,Conakry,21953,19230,140
Guinea-Bissau,Bissau,3726,3252,67
Guyana,Georgetown,12703,10786,284
Haiti,Port-au-Prince,12958,11945,251
Holy See,Citt,27,15,0
Honduras,Tegucigalpa,206907,77679,5141
Hungary,Budapest,771454,486435,26801
Iceland,Reykjav,6390,6227,29
India,New Delhi,13183,12406,98
Indonesia,Jakarta,1641194,1496126,44594
Iran,Tehran,2396204,1877517,69574
Iraq,Baghdad,1031322,905301,15257
Ireland,Dublin,246633,23364,4873
Israel,Jerusalem,838084,830012,6352
Italy,Roma,364782,301517,12784
Jamaica,Kingston,45004,20519,760
Japan,Tokyo,3524,2926,61
Jordan,Amman,702154,668337,8615
Kazakhstan,Astana,361575,314681,3315
Kenya,Nairobi,156787,106588,2622
"Korea, South",Seoul,119387,108850,1817
Kosovo,Seoul,103638,91211,2134
Kuwait,Kuwait,266949,250074,1516
Kyrgyzstan,Bishkek,94030,88212,1584
Laos,Vientiane,323,49,0
Latvia,Riga,115316,105254,2102
Lebanon,Beirut,520939,445163,7142
Lesotho,Maseru,10728,6267,316
Liberia,Monrovia,2097,1940,85
Libya,Tripoli,175286,160643,2996
Liechtenstein,Vaduz,2884,2724,57
Lithuania,Vilnius,241872,218011,3857
Luxembourg,Luxembourg [Luxemburg/L,66007,62183,790
MS Zaandam,Luxembourg [Luxemburg/L,9,7,2
Madagascar,Antananarivo,35746,28429,599
Malawi,Lilongwe,34016,31908,1147
Malaysia,Kuala Lumpur,392942,367753,1436
Maldives,Male,27874,24309,71
Mali,Bamako,13627,8071,467
Malta,Valletta,30174,29296,413
Marshall Islands,Dalap-Uliga-Darrit,4,4,0
Mauritania,Nouakchott,18257,17587,454
Mauritius,Port-Louis,1206,1040,16
Mexico,Ciudad de M,33317,0,2364
Micronesia,Ciudad de M,1,1,0
Moldova,Chisinau,249139,237405,5730
Monaco,Monaco-Ville,2432,2330,32
Mongolia,Ulan Bator,31339,16815,80
Montenegro,Ulan Bator,96660,92609,1465
Morocco,Rabat,509363,495262,8992
Mozambique,Maputo,69665,62501,807
Namibia,Windhoek,47776,45558,625
Nepal,Kathmandu,300119,277573,3164
Netherlands,Amsterdam,10538,10169,98
New Zealand,Wellington,2601,2542,26
Nicaragua,Managua,6835,4225,181
Niger,Niamey,5191,4834,191
Nigeria,Abuja,164719,154926,2062
North Macedonia,Skopje,150588,129053,4677
Norway,Oslo,110612,17998,736
Oman,Masqat,188816,168770,1977
Pakistan,Islamabad,5258,5043,105
Panama,Ciudad de Panam,362967,352833,6209
Papua New Guinea,Port Moresby,10670,8369,102
Paraguay,Asunci,267082,219647,5900
Peru,Lima,12615,0,351
Philippines,Manila,997523,903665,16783
Poland,Warszawa,2758856,2455005,65415
Portugal,Lisboa,834442,792685,16965
Qatar,Doha,202201,181522,428
Romania,Bucuresti,1046264,972476,27394
Russia,Moscow,32025,31064,391
Rwanda,Kigali,24593,22941,330
Saint Kitts and Nevis,Basseterre,44,44,0
Saint Lucia,Castries,4486,4300,70
Saint Vincent and the Grenadines,Kingstown,1830,1711,10
Samoa,Apia,3,2,0
San Marino,San Marino,5047,4839,89
Sao Tome and Principe,S,2298,2234,35
Saudi Arabia,Riyadh,412216,395557,6900
Senegal,Dakar,40135,38861,1102
Serbia,Dakar,679667,0,6227
Seychelles,Victoria,5284,4675,26
Sierra Leone,Freetown,4044,2993,79
Singapore,Singapore,61051,60662,30
Slovakia,Bratislava,380010,255300,11531
Slovenia,Ljubljana,237028,222358,4208
Solomon Islands,Honiara,20,18,0
Somalia,Mogadishu,13670,5679,698
South Africa,Pretoria,1575471,1501185,54148
South Sudan,Juba,10532,10250,114
Spain,Madrid,110257,2180,1585
Sri Lanka,Madrid,101379,94311,642
Sudan,Khartum,33673,26411,2300
Suriname,Paramaribo,10045,9088,198
Sweden,Stockholm,15797,0,196
Switzerland,Bern,646509,317600,10571
Syria,Damascus,22135,15913,1537
Taiwan*,Damascus,1100,1045,12
Tajikistan,Dushanbe,13308,13218,90
Tanzania,Dodoma,509,183,21
Thailand,Bangkok,57508,26873,148
Timor-Leste,Bangkok,1897,878,3
Togo,Lom,12787,10699,121
Trinidad and Tobago,Port-of-Spain,9676,8173,159
Tunisia,Tunis,300342,249146,10304
Turkey,Ankara,4629969,4073644,38358
Uganda,Kampala,41655,40898,341
Ukraine,Kyiv,83410,75927,1928
United Arab Emirates,Abu Dhabi,510738,492109,1571
United Kingdom,London,119712,0,2142
Uruguay,Montevideo,184865,154489,2326
Uzbekistan,Toskent,89355,85976,645
Vanuatu,Port-Vila,4,3,1
Venezuela,Caracas,191518,173097,2047
Vietnam,Hanoi,2843,2516,35
West Bank and Gaza,Hanoi,290972,262602,3167
Yemen,Sanaa,6137,2546,1187
Zambia,Lusaka,91358,89574,1246
Zimbabwe,Harare,38086,35123,1557
US,Washington,911800,0,18409
Global,Washington,147211802,84927661,3110124
Afghanistan,Kabul,58843,52489,2582
Albania,Tirana,130537,105728,2378
Algeria,Alger,120922,84299,3207
Andorra,Andorra la Vella,13060,12491,124
Angola,Luanda,25609,23092,579
Antigua and Barbuda,Saint John's,1227,1002,31
Argentina,Buenos Aires,2860884,2518167,61644
Armenia,Yerevan,213469,194900,4040
Australia,Canberra,164,111,0
Austria,Wien,608979,573155,10087
Azerbaijan,Baku,313006,279179,4371
Bahamas,Nassau,10050,9262,196
Bahrain,al-Manama,171370,160089,624
Bangladesh,Dhaka,745322,657452,11053
Barbados,Bridgetown,3824,3726,44
Belarus,Minsk,352950,343557,2493
Belgium,Bruxelles [Brussel],37251,0,0
Belize,Belmopan,12599,12168,321
Benin,Porto-Novo,7720,7510,97
Bhutan,Thimphu,1022,927,1
Bolivia,La Paz,297659,245633,12824
Bosnia and Herzegovina,Sarajevo,194733,153408,8203
Botswana,Gaborone,45855,41338,691
Brazil,Brasília,884044,843954,18003
Brunei,Bandar Seri Begawan,223,210,3
Bulgaria,Sofia,397500,324943,15907
Burkina Faso,Ouagadougou,13263,12937,156
Burma,Ouagadougou,142722,131932,3207
Burundi,Bujumbura,3853,773,6
Cabo Verde,Bujumbura,22349,19204,203
Cambodia,Phnom Penh,9975,3400,74
Cameroon,Yaound,65998,35261,991
Canada,Ottawa,181806,159603,2067
Central African Republic,Bangui,6224,5112,85
Chad,N'Djam,4770,4389,169
Chile,Santiago de Chile,24753,23726,366
China,Peking,18,18,0
Colombia,Santaf,1413,1374,22
Comoros,Moroni,3829,3650,146
Congo (Brazzaville),Moroni,10678,8208,144
Congo (Kinshasa),Moroni,29576,26156,756
Costa Rica,San Jos,238760,199982,3143
Cote d'Ivoire,Yamoussoukro,45852,45374,282
Croatia,Zagreb,322626,300492,6854
Cuba,La Habana,101503,95095,591
Cyprus,Nicosia,62349,39061,298
Czechia,Praha,1620206,1537362,29002
Denmark,Copenhagen,31,31,0
Diamond Princess,Copenhagen,712,699,13
Djibouti,Djibouti,10802,10324,136
Dominica,Roseau,173,171,0
Dominican Republic,Santo Domingo de Guzm,264863,221825,3454
Ecuador,Quito,373362,318598,18177
Egypt,Cairo,222523,167024,13049
El Salvador,San Salvador,68468,64405,2106
Equatorial Guinea,Malabo,7559,7097,107
Eritrea,Asmara,3605,3410,10
Estonia,Tallinn,120378,107906,1145
Eswatini,Tallinn,18442,17737,671
Ethiopia,Addis Abeba,252279,192747,3551
Fiji,Suva,91,65,2
Finland,Helsinki [Helsingfors],85804,46000,903
France,Paris,124,58,0
Gabon,Libreville,22433,19074,138
Gambia,Banjul,5857,5284,173
Georgia,Tbilisi,304272,287029,4043
Germany,Berlin,164314,151300,3188
Ghana,Accra,92166,89920,777
Greece,Athenai,333129,93764,10007
Grenada,Saint George's,159,155,1
Guatemala,Ciudad de Guatemala,221698,196657,7410
Guinea,Conakry,21953,19230,140
Guinea-Bissau,Bissau,3726,3252,67
Guyana,Georgetown,12703,10786,284
Haiti,Port-au-Prince,12958,11945,251
Holy See,Citt,27,15,0
Honduras,Tegucigalpa,206907,77679,5141
Hungary,Budapest,771454,486435,26801
Iceland,Reykjav,6390,6227,29
India,New Delhi,1086625,777844,11165
Indonesia,Jakarta,1641194,1496126,44594
Iran,Tehran,2396204,1877517,69574
Iraq,Baghdad,1031322,905301,15257
Ireland,Dublin,246633,23364,4873
Israel,Jerusalem,838084,830012,6352
Italy,Roma,70519,58998,2376
Jamaica,Kingston,45004,20519,760
Japan,Tokyo,2033,1573,22
Jordan,Amman,702154,668337,8615
Kazakhstan,Astana,361575,314681,3315
Kenya,Nairobi,156787,106588,2622
"Korea, South",Seoul,119387,108850,1817
Kosovo,Seoul,103638,91211,2134
Kuwait,Kuwait,266949,250074,1516
Kyrgyzstan,Bishkek,94030,88212,1584
Laos,Vientiane,323,49,0
Latvia,Riga,115316,105254,2102
Lebanon,Beirut,520939,445163,7142
Lesotho,Maseru,10728,6267,316
Liberia,Monrovia,2097,1940,85
Libya,Tripoli,175286,160643,2996
Liechtenstein,Vaduz,2884,2724,57
Lithuania,Vilnius,241872,218011,3857
Luxembourg,Luxembourg [Luxemburg/L,66007,62183,790
MS Zaandam,Luxembourg [Luxemburg/L,9,7,2
Madagascar,Antananarivo,35746,28429,599
Malawi,Lilongwe,34016,31908,1147
Malaysia,Kuala Lumpur,392942,367753,1436
Maldives,Male,27874,24309,71
Mali,Bamako,13627,8071,467
Malta,Valletta,30174,29296,413
Marshall Islands,Dalap-Uliga-Darrit,4,4,0
Mauritania,Nouakchott,18257,17587,454
Mauritius,Port-Louis,1206,1040,16
Mexico,Ciudad de M,29805,0,2736
Micronesia,Ciudad de M,1,1,0
Moldova,Chisinau,249139,237405,5730
Monaco,Monaco-Ville,2432,2330,32
Mongolia,Ulan Bator,31339,16815,80
Montenegro,Ulan Bator,96660,92609,1465
Morocco,Rabat,509363,495262,8992
Mozambique,Maputo,69665,62501,807
Namibia,Windhoek,47776,45558,625
Nepal,Kathmandu,300119,277573,3164
Netherlands,Amsterdam,25001,0,233
New Zealand,Wellington,2601,2542,26
Nicaragua,Managua,6835,4225,181
Niger,Niamey,5191,4834,191
Nigeria,Abuja,164719,154926,2062
North Macedonia,Skopje,150588,129053,4677
Norway,Oslo,110612,17998,736
Oman,Masqat,188816,168770,1977
Pakistan,Islamabad,800452,694046,17187
Panama,Ciudad de Panam,362967,352833,6209
Papua New Guinea,Port Moresby,10670,8369,102
Paraguay,Asunci,267082,219647,5900
Peru,Lima,813841,0,26248
Philippines,Manila,997523,903665,16783
Poland,Warszawa,2758856,2455005,65415
Portugal,Lisboa,834442,792685,16965
Qatar,Doha,202201,181522,428
Romania,Bucuresti,1046264,972476,27394
Russia,Moscow,42188,40703,621
Rwanda,Kigali,24593,22941,330
Saint Kitts and Nevis,Basseterre,44,44,0
Saint Lucia,Castries,4486,4300,70
Saint Vincent and the Grenadines,Kingstown,1830,1711,10
Samoa,Apia,3,2,0
San Marino,San Marino,5047,4839,89
Sao Tome and Principe,S,2298,2234,35
Saudi Arabia,Riyadh,412216,395557,6900
Senegal,Dakar,40135,38861,1102
Serbia,Dakar,679667,0,6227
Seychelles,Victoria,5284,4675,26
Sierra Leone,Freetown,4044,2993,79
Singapore,Singapore,61051,60662,30
Slovakia,Bratislava,380010,255300,11531
Slovenia,Ljubljana,237028,222358,4208
Solomon Islands,Honiara,20,18,0
Somalia,Mogadishu,13670,5679,698
South Africa,Pretoria,1575471,1501185,54148
South Sudan,Juba,10532,10250,114
Spain,Madrid,669268,40736,14905
Sri Lanka,Madrid,101379,94311,642
Sudan,Khartum,33673,26411,2300
Suriname,Paramaribo,10045,9088,198
Sweden,Stockholm,23883,0,340
Switzerland,Bern,646509,317600,10571
Syria,Damascus,22135,15913,1537
Taiwan*,Damascus,1100,1045,12
Tajikistan,Dushanbe,13308,13218,90
Tanzania,Dodoma,509,183,21
Thailand,Bangkok,57508,26873,148
Timor-Leste,Bangkok,1897,878,3
Togo,Lom,12787,10699,121
Trinidad and Tobago,Port-of-Spain,9676,8173,159
Tunisia,Tunis,300342,249146,10304
Turkey,Ankara,4629969,4073644,38358
Uganda,Kampala,41655,40898,341
Ukraine,Kyiv,117023,94166,2261
United Arab Emirates,Abu Dhabi,510738,492109,1571
United Kingdom,London,211224,0,5546
Uruguay,Montevideo,184865,154489,2326
Uzbekistan,Toskent,89355,85976,645
Vanuatu,Port-Vila,4,3,1
Venezuela,Caracas,191518,173097,2047
Vietnam,Hanoi,2843,2516,35
West Bank and Gaza,Hanoi,290972,262602,3167
Yemen,Sanaa,6137,2546,1187
Zambia,Lusaka,91358,89574,1246
Zimbabwe,Harare,38086,35123,1557
US,Washington,656526,0,7473
Global,Washington,147211802,84927661,3110124
Afghanistan,Kabul,58843,52489,2582
Albania,Tirana,130537,105728,2378
Algeria,Alger,120922,84299,3207
Andorra,Andorra la Vella,13060,12491,124
Angola,Luanda,25609,23092,579
Antigua and Barbuda,Saint John's,1227,1002,31
Argentina,Buenos Aires,2860884,2518167,61644
Armenia,Yerevan,213469,194900,4040
Australia,Canberra,29694,23213,910
Austria,Wien,608979,573155,10087
Azerbaijan,Baku,313006,279179,4371
Bahamas,Nassau,10050,9262,196
Bahrain,al-Manama,171370,160089,624
Bangladesh,Dhaka,745322,657452,11053
Barbados,Bridgetown,3824,3726,44
Belarus,Minsk,352950,343557,2493
Belgium,Bruxelles [Brussel],37251,0,0
Belize,Belmopan,12599,12168,321
Benin,Porto-Novo,7720,7510,97
Bhutan,Thimphu,1022,927,1
Bolivia,La Paz,297659,245633,12824
Bosnia and Herzegovina,Sarajevo,194733,153408,8203
Botswana,Gaborone,45855,41338,691
Brazil,Brasília,196699,176222,4137
Brunei,Bandar Seri Begawan,223,210,3
Bulgaria,Sofia,397500,324943,15907
Burkina Faso,Ouagadougou,13263,12937,156
Burma,Ouagadougou,142722,131932,3207
Burundi,Bujumbura,3853,773,6
Cabo Verde,Bujumbura,22349,19204,203
Cambodia,Phnom Penh,9975,3400,74
Cameroon,Yaound,65998,35261,991
Canada,Ottawa,1186991,1081040,23950
Central African Republic,Bangui,6224,5112,85
Chad,N'Djam,4770,4389,169
Chile,Santiago de Chile,24753,23726,366
China,Peking,573,570,3
Colombia,Santaf,17405,16554,655
Comoros,Moroni,3829,3650,146
Congo (Brazzaville),Moroni,10678,8208,144
Congo (Kinshasa),Moroni,29576,26156,756
Costa Rica,San Jos,238760,199982,3143
Cote d'Ivoire,Yamoussoukro,45852,45374,282
Croatia,Zagreb,322626,300492,6854
Cuba,La Habana,101503,95095,591
Cyprus,Nicosia,62349,39061,298
Czechia,Praha,1620206,1537362,29002
Denmark,Copenhagen,31,31,0
Diamond Princess,Copenhagen,712,699,13
Djibouti,Djibouti,10802,10324,136
Dominica,Roseau,173,171,0
Dominican Republic,Santo Domingo de Guzm,264863,221825,3454
Ecuador,Quito,373362,318598,18177
Egypt,Cairo,222523,167024,13049
El Salvador,San Salvador,68468,64405,2106
Equatorial Guinea,Malabo,7559,7097,107
Eritrea,Asmara,3605,3410,10
Estonia,Tallinn,120378,107906,1145
Eswatini,Tallinn,18442,17737,671
Ethiopia,Addis Abeba,252279,192747,3551
Fiji,Suva,91,65,2
Finland,Helsinki [Helsingfors],85804,46000,903
France,Paris,18826,9995,98
Gabon,Libreville,22433,19074,138
Gambia,Banjul,5857,5284,173
Georgia,Tbilisi,304272,287029,4043
Germany,Berlin,580266,514200,13974
Ghana,Accra,92166,89920,777
Greece,Athenai,333129,93764,10007
Grenada,Saint George's,159,155,1
Guatemala,Ciudad de Guatemala,221698,196657,7410
Guinea,Conakry,21953,19230,140
Guinea-Bissau,Bissau,3726,3252,67
Guyana,Georgetown,12703,10786,284
Haiti,Port-au-Prince,12958,11945,251
Holy See,Citt,27,15,0
Honduras,Tegucigalpa,206907,77679,5141
Hungary,Budapest,771454,486435,26801
Iceland,Reykjav,6390,6227,29
India,New Delhi,201747,151651,1991
Indonesia,Jakarta,1641194,1496126,44594
Iran,Tehran,2396204,1877517,69574
Iraq,Baghdad,1031322,905301,15257
Ireland,Dublin,246633,23364,4873
Israel,Jerusalem,838084,830012,6352
Italy,Roma,43634,41097,1334
Jamaica,Kingston,45004,20519,760
Japan,Tokyo,5701,5253,107
Jordan,Amman,702154,668337,8615
Kazakhstan,Astana,361575,314681,3315
Kenya,Nairobi,156787,106588,2622
"Korea, South",Seoul,119387,108850,1817
Kosovo,Seoul,103638,91211,2134
Kuwait,Kuwait,266949,250074,1516
Kyrgyzstan,Bishkek,94030,88212,1584
Laos,Vientiane,323,49,0
Latvia,Riga,115316,105254,2102
Lebanon,Beirut,520939,445163,7142
Lesotho,Maseru,10728,6267,316
Liberia,Monrovia,2097,1940,85
Libya,Tripoli,175286,160643,2996
Liechtenstein,Vaduz,2884,2724,57
Lithuania,Vilnius,241872,218011,3857
Luxembourg,Luxembourg [Luxemburg/L,66007,62183,790
MS Zaandam,Luxembourg [Luxemburg/L,9,7,2
Madagascar,Antananarivo,35746,28429,599
Malawi,Lilongwe,34016,31908,1147
Malaysia,Kuala Lumpur,392942,367753,1436
Maldives,Male,27874,24309,71
Mali,Bamako,13627,8071,467
Malta,Valletta,30174,29296,413
Marshall Islands,Dalap-Uliga-Darrit,4,4,0
Mauritania,Nouakchott,18257,17587,454
Mauritius,Port-Louis,1206,1040,16
Mexico,Ciudad de M,130265,0,10511
Micronesia,Ciudad de M,1,1,0
Moldova,Chisinau,249139,237405,5730
Monaco,Monaco-Ville,2432,2330,32
Mongolia,Ulan Bator,31339,16815,80
Montenegro,Ulan Bator,96660,92609,1465
Morocco,Rabat,509363,495262,8992
Mozambique,Maputo,69665,62501,807
Namibia,Windhoek,47776,45558,625
Nepal,Kathmandu,300119,277573,3164
Netherlands,Amsterdam,12119,10801,104
New Zealand,Wellington,2601,2542,26
Nicaragua,Managua,6835,4225,181
Niger,Niamey,5191,4834,191
Nigeria,Abuja,164719,154926,2062
North Macedonia,Skopje,150588,129053,4677
Norway,Oslo,110612,17998,736
Oman,Masqat,188816,168770,1977
Pakistan,Islamabad,21743,20286,232
Panama,Ciudad de Panam,362967,352833,6209
Papua New Guinea,Port Moresby,10670,8369,102
Paraguay,Asunci,267082,219647,5900
Peru,Lima,12609,0,223
Philippines,Manila,997523,903665,16783
Poland,Warszawa,2758856,2455005,65415
Portugal,Lisboa,834442,792685,16965
Qatar,Doha,202201,181522,428
Romania,Bucuresti,1046264,972476,27394
Russia,Moscow,42188,40703,621
Rwanda,Kigali,24593,22941,330
Saint Kitts and Nevis,Basseterre,44,44,0
Saint Lucia,Castries,4486,4300,70
Saint Vincent and the Grenadines,Kingstown,1830,1711,10
Samoa,Apia,3,2,0
San Marino,San Marino,5047,4839,89
Sao Tome and Principe,S,2298,2234,35
Saudi Arabia,Riyadh,412216,395557,6900
Senegal,Dakar,40135,38861,1102
Serbia,Dakar,679667,0,6227
Seychelles,Victoria,5284,4675,26
Sierra Leone,Freetown,4044,2993,79
Singapore,Singapore,61051,60662,30
Slovakia,Bratislava,380010,255300,11531
Slovenia,Ljubljana,237028,222358,4208
Solomon Islands,Honiara,20,18,0
Somalia,Mogadishu,13670,5679,698
South Africa,Pretoria,1575471,1501185,54148
South Sudan,Juba,10532,10250,114
Spain,Madrid,120579,9204,2366
Sri Lanka,Madrid,101379,94311,642
Sudan,Khartum,33673,26411,2300
Suriname,Paramaribo,10045,9088,198
Sweden,Stockholm,22467,0,445
Switzerland,Bern,646509,317600,10571
Syria,Damascus,22135,15913,1537
Taiwan*,Damascus,1100,1045,12
Tajikistan,Dushanbe,13308,13218,90
Tanzania,Dodoma,509,183,21
Thailand,Bangkok,57508,26873,148
Timor-Leste,Bangkok,1897,878,3
Togo,Lom,12787,10699,121
Trinidad and Tobago,Port-of-Spain,9676,8173,159
Tunisia,Tunis,300342,249146,10304
Turkey,Ankara,4629969,4073644,38358
Uganda,Kampala,41655,40898,341
Ukraine,Kyiv,131509,94249,2416
United Arab Emirates,Abu Dhabi,510738,492109,1571
United Kingdom,London,4283,4183,94
Uruguay,Montevideo,184865,154489,2326
Uzbekistan,Toskent,89355,85976,645
Vanuatu,Port-Vila,4,3,1
Venezuela,Caracas,191518,173097,2047
Vietnam,Hanoi,2843,2516,35
West Bank and Gaza,Hanoi,290972,262602,3167
Yemen,Sanaa,6137,2546,1187
Zambia,Lusaka,91358,89574,1246
Zimbabwe,Harare,38086,35123,1557
US,Washington,186183,0,2031
Global,Washington,147211802,84927661,3110124
Afghanistan,Kabul,58843,52520,2582
Albania,Tirana,130537,105728,2378
Algeria,Alger,120922,84299,3207
Andorra,Andorra la Vella,13060,12491,124
Angola,Luanda,25609,23092,579
Antigua and Barbuda,Saint John's,1227,1002,31
Argentina,Buenos Aires,2860884,2518167,61644
Armenia,Yerevan,213469,194900,4040
Australia,Canberra,986,948,9
Austria,Wien,608979,573155,10087
Azerbaijan,Baku,313006,279179,4371
Bahamas,Nassau,10050,9262,196
Bahrain,al-Manama,171370,160089,624
Bangladesh,Dhaka,745322,657452,11053
Barbados,Bridgetown,3824,3726,44
Belarus,Minsk,352950,343557,2493
Belgium,Bruxelles [Brussel],974418,0,24024
Belize,Belmopan,12599,12168,321
Benin,Porto-Novo,7720,7510,97
Bhutan,Thimphu,1022,927,1
Bolivia,La Paz,297659,245633,12824
Bosnia and Herzegovina,Sarajevo,194733,153408,8203
Botswana,Gaborone,45855,41338,691
Brazil,Brasília,724596,669491,42914
Brunei,Bandar Seri Begawan,223,210,3
Bulgaria,Sofia,397500,324943,15907
Burkina Faso,Ouagadougou,13263,12937,156
Burma,Ouagadougou,142722,131932,3207
Burundi,Bujumbura,3853,773,6
Cabo Verde,Bujumbura,22349,19204,203
Cambodia,Phnom Penh,9975,3400,74
Cameroon,Yaound,65998,35261,991
Canada,Ottawa,344808,323086,10878
Central African Republic,Bangui,6224,5112,85
Chad,N'Djam,4770,4389,169
Chile,Santiago de Chile,31224,29550,604
China,Peking,11736,11354,209
Colombia,Santaf,55570,52394,1340
Comoros,Moroni,3829,3650,146
Congo (Brazzaville),Moroni,10678,8208,144
Congo (Kinshasa),Moroni,29576,26156,756
Costa Rica,San Jos,238760,199982,3143
Cote d'Ivoire,Yamoussoukro,45852,45374,282
Croatia,Zagreb,322626,300492,6854
Cuba,La Habana,101503,95095,591
Cyprus,Nicosia,62349,39061,298
Czechia,Praha,1620206,1537362,29002
